year,states,Lon,Lat
2027,Rondonia,-62.290243,-8.258566684
2022,Roraima,-60.41064545,0.606541847
2020,Rondonia,-62.5307481,-8.962880291
2021,Para,-49.90907238,-6.905732886
2019,Para,-56.11603001,-1.835551201
2019,Para,-56.22052242,-1.753239383
2027,Mato Grosso,-50.62416981,-12.37280787
2029,Para,-49.65823212,-3.677278698
2024,Maranhao,-46.44984833,-3.27822305
2022,Amazonas,-60.98238529,-1.935108043
2022,Para,-52.14838852,-2.93525548
2020,Para,-47.95098488,-3.816740276
2026,Para,-51.31093262,-3.368799827
2024,Amazonas,-59.79256996,-3.024590161
2027,Rondonia,-64.23061573,-10.35412739
2028,Roraima,-60.30158829,1.223647347
2026,Para,-53.84504658,-2.152426063
2027,Para,-50.61950802,-5.369866209
2021,Para,-52.50740601,-3.315906866
2019,Mato Grosso,-58.44650089,-10.78541072
2029,Para,-49.78990421,-3.373846166
2024,Maranhao,-44.69533134,-3.373936887
2027,Rondonia,-64.7866301,-10.00639179
2019,Mato Grosso,-56.29004219,-11.12033364
2022,Para,-50.43454288,-5.735225902
2027,Rondonia,-62.21886059,-9.454639914
2021,Maranhao,-45.08326176,-2.963007264
2028,Rondonia,-64.70500153,-10.03654426
2027,Acre,-67.89727478,-9.550808449
2029,Para,-52.42986805,-2.587092506
2029,Mato Grosso,-58.36203392,-12.48089375
2021,Maranhao,-48.46286217,-2.523036333
2019,Para,-51.18496544,-5.604648271
2029,Mato Grosso,-56.51395256,-12.67597039
2023,Maranhao,-48.69491375,-2.422766383
2020,Para,-46.38043964,-2.394351444
2025,Para,-49.27762264,-2.396320288
2025,Para,-46.48296947,-1.944006621
2021,Para,-53.16636295,-3.603290153
2029,Maranhao,-46.13496254,-1.830024669
2028,Tocantins,-49.25189083,-12.48825112
2019,Para,-49.9529211,-4.236791742
2023,Mato Grosso,-54.7364632,-11.8881065
2021,Amazonas,-59.16348263,-3.067954945
2021,Para,-50.18913925,-3.640334797
2021,Para,-53.0009417,-3.60299278
2024,Maranhao,-47.03901543,-3.887282401
2029,Mato Grosso,-56.52520096,-12.81362403
2022,Rondonia,-65.05251503,-10.2714067
2027,Para,-53.50367619,-1.306710079
2029,Para,-49.65954784,-4.314254253
2027,Amazonas,-66.72297218,-3.305087452
2029,Acre,-68.36284332,-8.257880004
2026,Para,-51.41854359,-2.981603415
2029,Para,-49.70175251,-3.833493209
2019,Maranhao,-45.48616714,-5.159709678
2021,Para,-50.04435345,-3.050382418
2028,Rondonia,-64.20778725,-10.01469858
2025,Mato Grosso,-56.63922802,-10.90153478
2019,Para,-50.40333328,-8.492573261
2021,Acre,-72.56090218,-8.870981894
2028,Amazonas,-59.17272011,-3.460640829
2019,Rondonia,-62.41047947,-9.175907787
2019,Para,-56.13153343,-1.849191864
2024,Mato Grosso,-59.82821095,-12.45255558
2025,Maranhao,-46.35221363,-2.880963773
2020,Rondonia,-63.85198456,-9.957489367
2024,Rondonia,-65.34087364,-9.908904541
2026,Para,-51.34190865,-3.024218695
2023,Rondonia,-63.78719917,-10.12004973
2026,Amazonas,-61.00395664,-5.32211044
2019,Mato Grosso,-54.56819595,-11.35069108
2028,Para,-51.23940449,-2.853583179
2026,Mato Grosso,-54.5946645,-11.27238151
2021,Maranhao,-47.11588028,-4.440625553
2025,Para,-50.41227272,-5.761966237
2024,Para,-52.63499187,-3.102886791
2020,Maranhao,-46.21285213,-2.512276833
2019,Para,-50.8319416,-5.081106283
2020,Acre,-70.63955521,-8.699000254
2019,Amazonas,-59.37397472,-3.962319274
2026,Para,-52.47344799,-1.577385178
2026,Para,-51.37175476,-3.293528032
2026,Para,-51.56251816,-3.439482825
2021,Roraima,-61.5199118,2.369655542
2020,Tocantins,-48.8387307,-12.03360421
2021,Para,-50.35897511,-3.988992739
2022,Para,-52.95830345,-5.055171771
2019,Mato Grosso,-58.51879791,-11.0225877
2026,Mato Grosso,-59.76351196,-11.74964568
2025,Rondonia,-62.57195492,-8.953500739
2025,Acre,-69.59829834,-8.841611402
2019,Maranhao,-44.68271233,-2.922040917
2022,Para,-46.85815079,-2.925061715
2020,Maranhao,-44.73307602,-3.195210621
2020,Para,-54.73244244,-2.745828688
2023,Para,-53.1233646,-3.631324517
2023,Para,-55.48716423,-6.070889122
2024,Mato Grosso,-59.83143162,-12.34824785
2020,Maranhao,-48.10022453,-2.434783794
2027,Para,-53.26442417,-3.852317759
2019,Mato Grosso,-59.54439877,-11.29302769
2019,Roraima,-60.96068542,2.901680622
2028,Amazonas,-66.55160007,-3.912670227
2026,Para,-54.32093151,-3.242976921
2022,Para,-51.7068853,-2.859125164
2023,Rondonia,-63.75840443,-10.10323818
2026,Rondonia,-64.03064636,-10.18307973
2025,Mato Grosso,-51.37305622,-11.33090181
2022,Para,-47.93268711,-3.862469546
2021,Amazonas,-57.9987751,-3.452050977
2029,Para,-54.51148918,-3.621785979
2026,Maranhao,-46.89773846,-4.102540684
2022,Mato Grosso,-54.71535545,-11.30990569
2029,Mato Grosso,-58.3610355,-12.48135891
2028,Amazonas,-66.54754101,-4.149260098
2019,Para,-47.3325848,-1.358770966
2023,Para,-50.12375797,-3.418901269
2019,Maranhao,-45.47573578,-2.74162819
2026,Para,-50.27380726,-3.26397853
2029,Para,-54.52275375,-3.620899315
2026,Mato Grosso,-57.58022774,-10.68225938
2021,Acre,-68.96800636,-9.71097055
2028,Acre,-68.37795715,-8.741458595
2021,Para,-50.98172798,-3.083761671
2028,Amazonas,-59.58689438,-3.884664903
2025,Acre,-69.08450569,-9.413231917
2019,Para,-50.33959133,-8.424847832
2024,Roraima,-61.61840687,3.142915659
2021,Para,-52.61624054,-3.108049554
2028,Rondonia,-62.67359306,-8.600459075
2019,Maranhao,-48.13842129,-2.53188519
2027,Acre,-67.98441048,-9.366127729
2027,Para,-50.70156052,-5.364659681
2026,Amazonas,-69.91515526,-3.032131229
2026,Acre,-67.08249893,-9.583248076
2021,Rondonia,-63.8068235,-10.14758899
2026,Para,-46.45533062,-2.270033859
2025,Para,-47.47620934,-1.48880539
2021,Para,-47.81774353,-1.309473003
2019,Roraima,-61.06233253,1.792964357
2019,Amazonas,-57.5089492,-4.528883317
2019,Rondonia,-62.91426765,-8.468709933
2023,Maranhao,-44.72097385,-3.378781179
2020,Para,-46.89569027,-2.934920535
2028,Para,-53.97775055,-2.018408648
2021,Para,-48.03048656,-2.822114672
2024,Rondonia,-63.92127193,-10.08329364
2022,Para,-55.79251823,-4.313428035
2022,Mato Grosso,-54.65188248,-11.36158095
2028,Rondonia,-62.87594337,-9.254156805
2026,Para,-50.27141613,-3.275245751
2025,Acre,-69.09051338,-9.394337655
2022,Para,-55.87207207,-4.25716171
2027,Para,-51.03188431,-3.230259147
2026,Amazonas,-56.81988655,-2.789490125
2022,Acre,-68.97779251,-9.406369565
2029,Para,-46.479436,-2.261072493
2019,Acre,-71.5265567,-8.689958897
2027,Para,-47.59993233,-3.776076301
2027,Para,-47.44958118,-3.736003981
2024,Para,-48.06750751,-4.076580549
2020,Para,-48.82071861,-2.92349139
2026,Para,-54.66712639,-2.894193239
2022,Maranhao,-46.74849537,-2.286437802
2019,Para,-48.22473347,-4.654452972
2028,Para,-50.42706413,-4.046807115
2023,Para,-50.27858284,-2.76957923
2027,Amazonas,-66.83022301,-6.618054003
2019,Acre,-68.93919258,-9.440543356
2021,Amazonas,-57.3832058,-2.995575943
2027,Para,-51.20970711,-3.905529728
2027,Roraima,-61.68964272,3.093408351
2028,Para,-56.05685261,-3.287937021
2027,Amazonas,-65.02935204,-2.710853384
2029,Roraima,-61.70085224,2.852671498
2019,Mato Grosso,-54.56957115,-11.35574287
2019,Maranhao,-48.14642521,-2.543176703
2019,Maranhao,-48.14018963,-2.54075474
2020,Mato Grosso,-58.06516148,-11.6450771
2026,Rondonia,-65.02432091,-10.58903627
2024,Rondonia,-63.92258358,-10.00118221
2019,Maranhao,-44.65264389,-2.90167781
2029,Acre,-68.33690262,-9.47176326
2029,Roraima,-61.18150188,2.821026587
2028,Rondonia,-64.00596699,-9.694929019
2021,Para,-51.40420242,-3.881799332
2021,Maranhao,-45.39697353,-4.565496833
2020,Para,-50.04325859,-3.593293658
2022,Rondonia,-62.3562175,-9.431449097
2026,Mato Grosso,-56.37447197,-11.45996852
2028,Rondonia,-63.66785057,-9.385577273
2023,Para,-50.24709091,-2.692323874
2021,Roraima,-61.50698193,2.562315595
2029,Para,-49.78003952,-3.383741772
2021,Para,-49.77391621,-5.411480872
2026,Mato Grosso,-61.33195332,-11.93256051
2019,Rondonia,-62.83113659,-8.413704387
2029,Para,-54.61430489,-3.233425797
2024,Para,-50.01176865,-4.542828397
2029,Amazonas,-60.52707844,-4.784019242
2023,Para,-51.12829838,-3.077405522
2027,Acre,-71.20136894,-8.644122548
2022,Para,-55.44197887,-4.242332703
2028,Para,-48.05429058,-2.276787581
2026,Para,-51.33885868,-3.021657777
2020,Rondonia,-63.85748081,-9.657442086
2019,Para,-48.33998295,-4.818328599
2028,Para,-48.25649357,-2.371657531
2022,Para,-47.75943779,-1.819561701
2025,Mato Grosso,-59.81836605,-11.67100509
2027,Para,-56.35577637,-4.112751822
2024,Mato Grosso,-58.33790607,-11.15403536
2022,Para,-55.87708424,-5.109575903
2022,Amazonas,-59.29546307,-4.534839486
2029,Para,-49.65094162,-3.464048666
2024,Maranhao,-44.24041569,-2.959479659
2022,Amazonas,-60.99429237,-2.384918741
2026,Para,-50.4493531,-3.118442193
2020,Maranhao,-48.17448956,-2.441826836
2019,Para,-51.33853764,-5.570982862
2022,Para,-51.80744389,-3.157831068
2019,Para,-50.50744465,-8.402403822
2026,Para,-56.22929535,-4.833625201
2027,Para,-52.98350437,-5.410577968
2025,Maranhao,-46.87803806,-2.640272743
2023,Acre,-68.63245575,-8.938430961
2021,Para,-49.7205706,-4.194492054
2027,Para,-50.01096626,-5.410011935
2019,Maranhao,-48.12519253,-2.555520196
2028,Para,-50.93030899,-1.94342034
2028,Para,-53.30412403,-2.368040588
2020,Rondonia,-60.32422882,-8.617448161
2029,Para,-51.20571625,-2.752726796
2021,Para,-49.78670067,-5.314353568
2028,Roraima,-60.90891476,1.417464746
2022,Para,-56.65882607,-2.83933645
2023,Mato Grosso,-54.73164558,-11.88705517
2025,Acre,-71.47358345,-8.531376314
2026,Para,-50.07311642,-3.828494337
2022,Maranhao,-45.42720509,-4.599039953
2026,Amazonas,-66.93223152,-8.418907215
2020,Para,-48.84477955,-2.695352237
2027,Para,-51.00005032,-3.194023945
2026,Rondonia,-64.00941448,-10.23150047
2027,Para,-47.68102287,-1.431420056
2026,Rondonia,-60.42588886,-9.874965725
2020,Para,-50.09938629,-3.854125106
2027,Amazonas,-66.60473351,-7.358359553
2028,Para,-51.79809727,-3.939255048
2019,Para,-48.38074425,-4.785799164
2028,Para,-46.46891945,-2.005903719
2029,Para,-54.47285343,-3.627217778
2026,Para,-50.11728668,-3.574604154
2019,Maranhao,-47.0283247,-4.052096832
2025,Acre,-69.09588493,-9.405805655
2022,Para,-49.88839481,-3.739554005
2026,Para,-46.85136654,-2.80292191
2025,Roraima,-60.80887218,2.255231831
2025,Amazonas,-60.98032154,-3.385984247
2021,Para,-51.08435543,-3.746511691
2021,Rondonia,-63.81920918,-10.16522056
2027,Para,-50.05462467,-2.875469022
2026,Para,-54.27502342,-3.393105795
2027,Para,-48.27845787,-2.877992945
2019,Para,-49.0982653,-5.005578077
2024,Roraima,-60.59368484,1.217313838
2028,Amazonas,-58.01915226,-2.485416402
2021,Para,-51.4332148,-3.796837699
2028,Acre,-69.55080399,-8.522244224
2023,Amazonas,-59.13967663,-4.327312843
2026,Rondonia,-59.10077488,-6.952737195
2025,Para,-49.92573349,-3.504873029
2026,Acre,-68.29294769,-9.280593718
2026,Para,-54.22445515,-1.707039039
2022,Para,-50.75382473,-2.386424143
2029,Maranhao,-45.75278236,-2.262850544
2024,Para,-55.29825516,-4.332396291
2027,Para,-51.15822128,-3.077557031
2026,Rondonia,-60.4611702,-9.980748172
2025,Maranhao,-45.51762554,-4.232000257
2025,Acre,-69.60389946,-8.823901957
2019,Para,-52.52978962,-1.608013445
2024,Rondonia,-63.92371113,-10.03436106
2027,Para,-48.27197357,-2.990362771
2020,Maranhao,-44.69951401,-3.000136275
2019,Para,-49.24887844,-4.997523913
2021,Para,-50.91006477,-2.815123202
2026,Para,-55.38875103,-6.325219586
2019,Amazonas,-57.19023117,-2.831133367
2021,Para,-48.2302668,-3.823632656
2023,Amazonas,-59.84029968,-3.124897195
2022,Acre,-71.54362305,-8.652742009
2021,Maranhao,-45.3625708,-4.574555311
2021,Para,-51.46697723,-3.65484028
2022,Mato Grosso,-59.16568977,-11.69686705
2027,Mato Grosso,-59.5478614,-13.03105094
2021,Para,-49.92617779,-6.865281634
2024,Amazonas,-67.72247993,-7.693734703
2021,Para,-51.9230534,-5.903278253
2023,Para,-53.0638789,-3.624564097
2023,Para,-51.2254797,-2.951665941
2019,Para,-49.95803238,-4.239496031
2019,Mato Grosso,-58.31583008,-10.4685659
2026,Mato Grosso,-59.76097187,-11.6300012
2028,Mato Grosso,-59.19410732,-12.41020502
2026,Acre,-68.79605316,-9.146065388
2029,Para,-54.48017189,-3.651039364
2020,Rondonia,-63.85773464,-9.93034811
2023,Amazonas,-64.20331417,-6.050290813
2021,Para,-53.98921253,-2.634989603
2025,Acre,-69.07221054,-8.995939282
2027,Mato Grosso,-59.25795132,-12.48081394
2020,Para,-54.58990601,-3.033253505
2023,Para,-56.07564056,-3.657660103
2026,Para,-47.39609913,-1.350014189
2029,Maranhao,-46.65442051,-2.070504944
2028,Rondonia,-64.17174324,-10.07662049
2022,Para,-49.76837456,-3.769711006
2027,Para,-52.91528099,-3.770560637
2022,Maranhao,-48.68389244,-2.407815418
2027,Para,-50.30092113,-2.835126541
2025,Rondonia,-63.37310211,-10.65682971
2019,Maranhao,-45.31491085,-5.176144934
2020,Amazonas,-61.15133644,-2.64761989
2027,Para,-52.4733902,-3.176233933
2019,Mato Grosso,-56.3346571,-10.96041804
2028,Mato Grosso,-56.52642906,-12.5076733
2025,Para,-51.07379547,-3.008232839
2029,Para,-54.96143478,-3.159732772
2024,Mato Grosso,-59.80442947,-12.19947789
2024,Amazonas,-57.93623055,-3.193702289
2028,Para,-50.41088284,-3.800300827
2026,Para,-51.33899429,-3.225114431
2027,Acre,-68.03631584,-9.364671378
2019,Para,-54.38382599,-2.631954613
2020,Para,-48.87515038,-2.706850131
2026,Para,-51.1315308,-3.174300125
2019,Maranhao,-44.64552639,-3.002803824
2029,Rondonia,-62.56563828,-9.743977171
2028,Amazonas,-69.26833611,-2.928099825
2022,Acre,-72.54392082,-8.334806418
2027,Amazonas,-59.39561996,-3.295488505
2029,Rondonia,-61.60817986,-6.752809253
2019,Para,-50.05208538,-3.404050652
2021,Maranhao,-44.30803085,-2.960658104
2029,Acre,-66.82709454,-8.753131584
2029,Rondonia,-62.24463749,-9.131358649
2029,Roraima,-60.91353966,1.304553096
2022,Maranhao,-48.48307781,-2.424571199
2022,Amazonas,-57.11902664,-2.8650282
2019,Para,-55.32635757,-6.678944736
2028,Mato Grosso,-55.86007797,-12.31899557
2021,Acre,-72.4775351,-8.005035539
2026,Para,-49.88266216,-3.555611636
2028,Rondonia,-64.2309042,-10.06426411
2023,Amazonas,-59.83993443,-3.10278204
2022,Para,-55.70139771,-4.256107633
2024,Mato Grosso,-59.83073742,-12.31120388
2025,Para,-51.1462685,-4.933105396
2026,Para,-51.30895084,-3.050317948
2021,Para,-51.76382187,-3.222777759
2020,Maranhao,-48.09881611,-2.439314486
2029,Para,-52.09806717,-2.092318374
2020,Para,-55.39511295,-3.938312283
2025,Mato Grosso,-56.82179703,-10.87471786
2027,Maranhao,-46.76775398,-4.082984822
2022,Acre,-69.53427216,-8.866912425
2029,Para,-48.77679565,-2.249798681
2026,Para,-54.15904476,-3.505734651
2025,Para,-49.90636776,-2.921261967
2022,Rondonia,-63.92415611,-10.16157705
2021,Rondonia,-63.84935677,-10.14208973
2027,Para,-50.49088562,-4.557982421
2028,Para,-52.52893799,-2.650228734
2019,Maranhao,-44.1594495,-3.084286625
2022,Para,-50.33697495,-4.482103653
2019,Mato Grosso,-54.57310806,-11.35735352
2027,Para,-49.27915051,-4.547917927
2028,Rondonia,-64.79938614,-9.990267721
2020,Rondonia,-62.30680382,-9.04592348
2020,Para,-48.26891705,-2.666204665
2027,Rondonia,-64.05570976,-10.23059669
2026,Para,-54.04623035,-3.416558931
2029,Mato Grosso,-60.37685795,-13.10573432
2026,Maranhao,-46.01040981,-1.844555225
2028,Mato Grosso,-57.9192371,-11.92375169
2029,Mato Grosso,-58.3239119,-12.51862699
2020,Para,-46.80872456,-2.808176525
2020,Para,-49.88474045,-3.580268305
2027,Para,-52.89679489,-2.746833084
2029,Acre,-68.05594959,-9.233952066
2021,Mato Grosso,-59.61601418,-12.68372302
2028,Para,-50.39215603,-2.977271676
2019,Para,-54.29376522,-1.689210285
2028,Para,-53.18704704,-3.338699219
2029,Para,-55.44887001,-1.617150703
2019,Para,-56.2316761,-3.905825989
2022,Maranhao,-45.54360779,-4.729314979
2027,Amazonas,-64.27293152,-6.912131898
2019,Rondonia,-60.51445534,-5.631358489
2023,Roraima,-60.94514061,2.395954785
2028,Para,-52.14506062,-3.805622762
2022,Rondonia,-65.06660118,-10.18850891
2023,Mato Grosso,-59.15341812,-11.59449527
2022,Amazonas,-66.29133286,-6.408696569
2023,Para,-55.94451843,-4.182159092
2029,Mato Grosso,-56.57437218,-12.68878861
2019,Mato Grosso,-51.59704441,-10.80094897
2020,Acre,-68.26729385,-9.255981889
2019,Para,-51.36552048,-5.576054478
2027,Rondonia,-63.86748917,-9.603657126
2027,Roraima,-60.71451241,2.929712605
2021,Para,-56.38753563,-5.208609977
2019,Mato Grosso,-59.40217987,-10.30747331
2020,Maranhao,-46.7751482,-2.500666943
2028,Para,-53.63854511,-2.12967121
2026,Rondonia,-63.95933399,-10.28392881
2025,Rondonia,-63.86628983,-10.27666623
2025,Para,-48.22270618,-2.769777905
2022,Acre,-68.66487076,-9.166515369
2019,Mato Grosso,-59.54871662,-11.2037557
2023,Mato Grosso,-56.60937908,-11.20801478
2024,Amazonas,-64.32117905,-5.171202203
2027,Para,-50.56645195,-3.916216346
2024,Para,-48.36570065,-2.734230733
2027,Para,-56.17741077,-3.11008854
2029,Para,-48.79354408,-2.457284
2028,Mato Grosso,-59.19642036,-12.39289566
2021,Acre,-72.35074364,-8.010600338
2020,Para,-56.09028198,-3.592581217
2019,Para,-51.34592545,-5.569565439
2020,Para,-54.38630608,-3.310396352
2021,Para,-50.94591625,-4.186304393
2026,Amazonas,-69.03175316,-2.153389248
2027,Rondonia,-65.11470268,-10.01071328
2025,Acre,-71.46424065,-8.556347785
2029,Rondonia,-61.6431773,-8.076906042
2019,Mato Grosso,-58.47771626,-10.74631559
2023,Para,-54.56612587,-3.910945194
2019,Acre,-71.2715947,-8.680745072
2021,Maranhao,-44.33863575,-3.028356242
2022,Acre,-67.00823227,-9.624556751
2025,Rondonia,-63.60847836,-9.642142549
2020,Para,-49.09368443,-4.122007367
2021,Maranhao,-44.29985317,-2.936661804
2022,Amazonas,-62.91947124,-5.577250969
2020,Tocantins,-49.31833771,-11.57018537
2028,Rondonia,-64.20947975,-9.829803845
2022,Amazonas,-69.2920752,-6.548328387
2029,Para,-56.86486988,-2.4392405
2027,Mato Grosso,-59.08176521,-12.85883358
2023,Amazonas,-67.92911461,-4.19660126
2022,Mato Grosso,-58.74183243,-10.74704998
2025,Mato Grosso,-59.37255135,-10.8221
2019,Para,-50.14171551,-4.087932947
2024,Para,-50.11264576,-4.545695695
2029,Rondonia,-62.55199062,-9.743186299
2022,Amazonas,-67.90524673,-7.133696725
2019,Mato Grosso,-59.54746346,-11.29208417
2027,Rondonia,-63.86482677,-9.840848947
2025,Amazonas,-58.49648281,-3.161914594
2020,Para,-51.26603291,-4.556505401
2026,Amazonas,-58.89273945,-3.970422713
2020,Para,-55.21271572,-5.940718434
2027,Para,-57.46221737,-5.499460468
2027,Amazonas,-65.72185249,-9.037469182
2019,Maranhao,-45.51589172,-5.176358781
2024,Mato Grosso,-58.36450375,-10.88300043
2023,Para,-50.06223076,-3.188544385
2020,Para,-54.68977272,-3.156231024
2027,Para,-52.86806545,-3.547276424
2027,Para,-48.01040905,-3.815140981
2028,Para,-54.29473484,-3.95533308
2028,Rondonia,-64.8383115,-9.910552346
2023,Rondonia,-63.75022526,-10.1031578
2019,Para,-50.05707832,-3.810424962
2028,Amazonas,-68.04672409,-3.183021664
2019,Para,-50.88258648,-5.074788983
2029,Para,-49.77629925,-3.442513159
2027,Roraima,-60.42804539,1.104818839
2028,Mato Grosso,-59.1951516,-12.40655764
2023,Mato Grosso,-51.51840866,-11.29400105
2019,Para,-49.92461426,-4.047715466
2029,Rondonia,-62.34118073,-9.405041784
2019,Para,-48.39083523,-4.742814745
2027,Para,-55.25803631,-4.918838376
2022,Rondonia,-65.01742554,-10.2560179
2020,Para,-49.18090508,-4.461889356
2022,Amazonas,-60.81561703,-2.302717518
2029,Para,-55.44690731,-2.496565574
2019,Maranhao,-48.12908157,-2.530119429
2028,Rondonia,-62.92169464,-9.245877121
2029,Mato Grosso,-61.15971138,-13.21069376
2022,Mato Grosso,-58.08836121,-10.58132051
2025,Acre,-72.60866531,-8.162629838
2027,Acre,-66.9398365,-9.649366798
2022,Mato Grosso,-58.01980946,-10.59795281
2023,Para,-49.918428,-3.026978435
2028,Rondonia,-64.88396404,-9.915304915
2020,Para,-55.81856453,-3.146844169
2020,Maranhao,-46.37986805,-3.41447473
2026,Para,-50.75994766,-4.255072089
2027,Rondonia,-64.19680668,-10.16815758
2024,Rondonia,-63.8462067,-10.08856553
2028,Para,-57.42658016,-2.539655521
2029,Acre,-69.72311947,-8.11938585
2028,Para,-47.99393536,-1.624246519
2024,Para,-56.19121269,-4.854473608
2021,Para,-53.79154194,-2.626159171
2026,Para,-54.33238674,-3.285509143
2029,Para,-51.10370724,-2.295047947
2027,Acre,-67.01230385,-9.560226816
2027,Para,-50.69073112,-5.295516677
2021,Maranhao,-48.67971077,-2.505277897
2024,Para,-46.87649212,-3.0692417
2027,Mato Grosso,-61.29361126,-12.89614665
2020,Maranhao,-48.10272671,-2.441826836
2020,Mato Grosso,-59.47902943,-12.59067761
2024,Mato Grosso,-59.8278017,-12.35232077
2020,Mato Grosso,-59.82908363,-13.58288754
2019,Maranhao,-47.17462242,-4.041898892
2029,Mato Grosso,-53.95934891,-12.40294869
2019,Roraima,-60.40473007,1.695931407
2026,Para,-51.22338383,-3.209433668
2026,Para,-56.22209843,-3.904684188
2029,Para,-54.73030605,-3.248940693
2023,Rondonia,-62.63874153,-9.181388113
2026,Mato Grosso,-58.84148224,-11.49689082
2025,Para,-55.99102013,-4.479570909
2025,Acre,-69.8501532,-9.55409534
2027,Para,-50.61883442,-4.854605851
2019,Roraima,-60.36862705,1.723855715
2022,Rondonia,-63.87326988,-10.12694416
2027,Mato Grosso,-59.28141041,-12.48727883
2027,Rondonia,-65.18442093,-10.01556873
2024,Rondonia,-63.86859962,-10.05145362
2027,Para,-50.22001007,-3.198932078
2021,Amazonas,-69.86418488,-7.465770752
