year,states,Lon,Lat
2027,Para,-50.34177406,-3.240748632
2024,Maranhao,-44.7230164,-3.202539074
2019,Mato Grosso,-59.86722824,-11.46918009
2020,Mato Grosso,-57.89936508,-11.41862013
2025,Maranhao,-45.43433136,-4.477576349
2027,Para,-50.64632008,-5.196599183
2025,Para,-50.62103374,-2.220062233
2019,Para,-50.07645954,-4.070590672
2028,Acre,-68.37174278,-8.744015744
2026,Maranhao,-46.89163128,-4.050668314
2026,Mato Grosso,-57.58218971,-10.37343094
2019,Amazonas,-64.23730335,-8.503823378
2024,Roraima,-60.75206234,2.452937263
2023,Para,-50.91375256,-2.94196981
2029,Acre,-69.73039776,-8.442298999
2020,Para,-51.26204102,-4.558884212
2019,Para,-55.99046993,-2.888830161
2027,Amazonas,-60.85675045,-4.8408699
2028,Para,-52.17023781,-2.003042316
2027,Mato Grosso,-56.49319141,-12.24570452
2025,Para,-54.34385506,-2.727076786
2019,Rondonia,-62.28469204,-6.786718886
2021,Amazonas,-64.81874939,-1.904930073
2021,Para,-53.08411453,-3.599556503
2026,Rondonia,-64.01653053,-10.22167719
2019,Para,-52.77856827,-2.846675713
2022,Para,-55.94853497,-4.367413685
2021,Rondonia,-63.85593826,-10.16949008
2019,Mato Grosso,-59.54705421,-11.2639473
2026,Para,-54.34181587,-3.285791433
2027,Para,-52.63480114,-3.766524059
2021,Amazonas,-70.14311386,-2.072752016
2020,Para,-48.96137794,-4.408798736
2022,Acre,-71.51032387,-8.74531415
2026,Roraima,-60.39486301,1.002595446
2025,Para,-55.24478817,-6.144686177
2028,Mato Grosso,-50.42089508,-12.55331861
2026,Rondonia,-62.55380245,-9.259613512
2019,Para,-53.88596008,-1.480637211
2028,Para,-49.36538681,-4.154425972
2019,Para,-48.25300007,-4.643328931
2026,Para,-51.33735649,-3.081051568
2028,Rondonia,-62.42646049,-7.665696993
2019,Acre,-68.90411934,-9.282215781
2021,Para,-53.76556118,-2.613486179
2019,Mato Grosso,-54.5655825,-11.43739761
2029,Para,-49.66803593,-4.313507545
2020,Para,-51.04025749,-3.228362942
2024,Rondonia,-63.5021841,-9.5169979
2021,Para,-52.79808708,-3.602824869
2025,Acre,-71.47015388,-8.5228477
2022,Acre,-68.77500153,-9.219761763
2028,Para,-51.79598217,-3.781847135
2027,Amazonas,-61.24154949,-2.503542623
2021,Roraima,-61.68617012,2.389807972
2026,Amazonas,-59.74859039,-3.951846522
2025,Maranhao,-47.05849777,-4.27975401
2027,Para,-54.23183838,-3.967408996
2023,Acre,-70.14313148,-8.134323624
2026,Para,-51.31535271,-3.443571801
2020,Para,-54.12682644,-3.473654075
2029,Para,-51.08229645,-2.31110943
2022,Mato Grosso,-58.03562073,-10.19357797
2027,Para,-50.6773616,-5.580915694
2019,Maranhao,-44.6287986,-3.046585932
2019,Para,-50.3497681,-8.42031868
2028,Mato Grosso,-57.8540308,-12.25988894
2021,Amazonas,-60.76862938,-4.927338818
2029,Para,-49.72607971,-3.643645481
2021,Rondonia,-63.85365082,-10.23707114
2023,Para,-56.19339256,-4.397621994
2026,Mato Grosso,-54.69613441,-11.26828609
2023,Para,-51.31193291,-4.510261954
2024,Para,-56.12904549,-4.796782298
2019,Mato Grosso,-56.32434914,-10.98685657
2026,Para,-50.40167629,-3.528647568
2022,Maranhao,-45.4028743,-2.354805697
2023,Maranhao,-46.52752934,-4.010088623
2022,Para,-48.03907776,-4.424011618
2024,Para,-52.60811756,-3.068696947
2027,Amazonas,-60.77421692,-4.997195233
2024,Mato Grosso,-59.83143162,-12.34040658
2025,Para,-53.98791683,-1.762608053
2026,Para,-50.6045573,-5.216807024
2019,Mato Grosso,-59.54704517,-11.32103881
2023,Para,-54.37924305,-1.693977618
2024,Para,-51.30809216,-7.354012271
2021,Mato Grosso,-56.88336723,-11.78607591
2025,Para,-54.18761303,-1.742614799
2028,Para,-56.27850361,-4.478916243
2019,Para,-49.01496635,-4.997523913
2023,Rondonia,-63.07318439,-9.410086775
2026,Para,-51.15585213,-3.122300081
2027,Acre,-67.94178772,-9.218874502
2021,Para,-47.93455105,-2.862408971
2021,Amazonas,-57.52490433,-2.998334556
2026,Para,-51.31127449,-3.349505742
2028,Para,-50.7391243,-3.351596057
2020,Para,-55.3137822,-3.943362186
2027,Amazonas,-61.18322094,-2.426544587
2020,Rondonia,-63.84905582,-9.926709738
2024,Roraima,-61.04814911,2.360061821
2019,Para,-48.12062057,-1.248972804
2019,Maranhao,-46.9037714,-4.261212087
2020,Acre,-68.27099319,-9.201956344
2022,Para,-53.0118161,-3.743283415
2021,Para,-49.39960701,-3.222392916
2020,Rondonia,-63.85064163,-9.886441336
2027,Para,-50.6062912,-4.231263084
2024,Rondonia,-62.62656044,-7.925295161
2025,Rondonia,-62.33868446,-7.082099833
2025,Para,-56.07155052,-3.560532602
2024,Para,-51.18153465,-3.108059756
2027,Para,-51.20821045,-3.080317677
2029,Mato Grosso,-53.95934891,-12.40347921
2019,Para,-49.89522049,-3.816983047
2021,Rondonia,-62.12164619,-9.137935426
2021,Para,-50.08985645,-4.087021403
2025,Mato Grosso,-58.50402168,-10.85715524
2026,Para,-54.12266899,-3.313545456
2026,Para,-50.68974907,-5.629996188
2022,Para,-52.69749313,-2.947453321
2022,Para,-56.11973923,-3.916493566
2021,Para,-56.04898499,-4.523961456
2029,Para,-48.73763695,-2.387690263
2026,Para,-53.82023018,-2.179197005
2024,Para,-50.19006664,-3.578008748
2020,Para,-50.05934032,-3.565579333
2025,Acre,-67.60119408,-9.51076725
2022,Para,-51.98383751,-3.403969419
2026,Para,-51.86678379,-3.828892759
2020,Amapa,-51.63470222,3.673062222
2028,Amazonas,-59.38193344,-3.423555982
2027,Para,-54.25092113,-3.959510115
2019,Para,-51.14406685,-3.422257166
2027,Para,-53.7666198,-1.55405737
2023,Acre,-68.65292007,-9.169085549
2021,Para,-51.780811,-5.892748377
2023,Para,-52.75448746,-2.973122396
2021,Maranhao,-45.45780926,-4.238564988
2027,Para,-54.09678238,-3.159594311
2021,Maranhao,-45.95726986,-1.969067709
2027,Mato Grosso,-53.45331997,-12.57125429
2021,Maranhao,-45.52484413,-2.514777019
2026,Para,-51.42957787,-2.980725081
2019,Maranhao,-48.36314583,-2.547217467
2019,Maranhao,-46.88399967,-4.112670915
2021,Amazonas,-59.20818081,-3.067159652
2026,Rondonia,-64.97842529,-10.57056139
2023,Para,-52.93101635,-4.794796875
2019,Rondonia,-62.50554012,-6.75814285
2026,Rondonia,-64.81863529,-10.62650076
2020,Para,-53.7844112,-2.021473064
2023,Para,-54.07038803,-1.242198246
2027,Amazonas,-67.72618919,-7.411253975
2019,Para,-55.38589165,-5.165896202
2019,Mato Grosso,-56.64807854,-10.69710786
2026,Para,-54.32837357,-3.267267803
2026,Mato Grosso,-57.48792656,-10.97890045
2022,Para,-48.40866039,-2.468032123
2029,Rondonia,-62.55164013,-9.754037091
2021,Para,-48.09354988,-1.308379023
2026,Para,-51.32886433,-3.079332147
2023,Para,-49.94070999,-3.21453385
2024,Acre,-68.47647743,-9.029710811
2020,Para,-53.37092274,-3.988687718
2029,Para,-51.19227142,-2.769395545
2020,Para,-49.95218632,-2.823424246
2028,Rondonia,-60.71074444,-8.899353582
2026,Para,-54.34532864,-3.272934237
2020,Para,-49.05828457,-4.481914175
2028,Para,-53.13024998,-3.361645443
2025,Para,-55.11083572,-3.968588028
2029,Para,-54.32032372,-1.559533875
2027,Rondonia,-62.28463554,-8.892306277
2027,Mato Grosso,-54.53253067,-12.23171549
2029,Amazonas,-62.84629143,-5.684143949
2019,Amazonas,-62.67952477,-2.747388473
2029,Amazonas,-67.76475212,-7.946343166
2027,Mato Grosso,-59.48125095,-12.49022813
2025,Mato Grosso,-59.71899612,-11.67405711
2024,Para,-48.1537072,-3.993302289
2029,Rondonia,-61.47029308,-6.666096497
2021,Amazonas,-64.9096022,-2.270926649
2027,Acre,-71.22579742,-8.602920675
2025,Maranhao,-46.86549088,-2.780038885
2029,Para,-52.4745335,-1.906790336
2023,Mato Grosso,-56.35808777,-11.2712274
2029,Mato Grosso,-50.17347393,-12.35223652
2019,Maranhao,-48.19318409,-2.53188519
2029,Mato Grosso,-58.31647903,-12.44691977
2022,Amazonas,-67.17549507,-0.795788973
2027,Para,-52.95227966,-5.330581448
2027,Mato Grosso,-51.59888546,-12.00147704
2026,Para,-46.41061516,-2.181416022
2029,Para,-49.66512619,-4.312104068
2019,Para,-49.25520836,-5.036719999
2029,Para,-58.04245232,-4.449892324
2021,Amazonas,-60.71043163,-4.650439764
2027,Rondonia,-62.47368198,-8.680795789
2022,Para,-50.33204422,-5.648335017
2024,Amazonas,-67.74043526,-7.701548788
2027,Para,-55.26631649,-3.305267935
2027,Para,-51.24318546,-3.103380799
2019,Roraima,-61.26446476,2.274450457
2027,Para,-50.94501518,-3.190511566
2028,Para,-48.16438343,-2.512852037
2028,Para,-54.32112797,-2.820126281
2020,Para,-50.1780051,-3.578836258
2019,Maranhao,-47.05559669,-4.152725013
2024,Mato Grosso,-59.78995468,-12.34621778
2027,Rondonia,-64.18436005,-10.26811018
2021,Amazonas,-66.19019272,-3.644108551
2025,Roraima,-60.84034954,1.986732767
2026,Para,-47.32031231,-3.703050619
2024,Para,-48.06648674,-1.265505995
2019,Mato Grosso,-56.47374599,-10.85646148
2024,Rondonia,-65.04526985,-10.17313514
2021,Maranhao,-45.4240279,-2.464013941
2026,Para,-54.5788604,-3.717353776
2019,Amazonas,-59.80204567,-5.360321095
2023,Para,-49.35702126,-4.964367033
2026,Rondonia,-64.00780075,-10.25780535
2019,Para,-49.86655674,-3.327489742
2024,Para,-49.03989769,-4.532118457
2029,Roraima,-60.29040504,1.520982186
2029,Acre,-67.48247765,-8.950754057
2020,Maranhao,-46.92375774,-2.455525093
2021,Mato Grosso,-50.11288017,-11.04807302
2021,Para,-48.00162853,-2.832360055
2026,Amazonas,-60.93567547,-3.293556525
2019,Para,-49.89614212,-2.509427973
2027,Para,-55.95631653,-3.137711438
2028,Amazonas,-66.55515232,-3.501797469
2023,Para,-50.05586063,-2.642919231
2024,Rondonia,-63.50002907,-9.707738214
2027,Para,-50.68107471,-5.330097179
2019,Roraima,-60.48567337,0.748502911
2019,Para,-54.24677166,-3.557395495
2029,Para,-51.2236039,-2.74154781
2020,Acre,-72.36576447,-8.190067205
2026,Para,-50.09014023,-3.574010586
2027,Rondonia,-60.76645264,-10.32343075
2022,Para,-48.02902752,-3.928843567
2020,Rondonia,-63.81204159,-9.9338871
2029,Amazonas,-60.52744854,-4.866956427
2028,Mato Grosso,-59.91645935,-12.3480588
2026,Para,-51.80721916,-3.822836722
2020,Para,-54.2700539,-2.927543359
2024,Rondonia,-64.78668953,-10.16452718
2025,Para,-53.96178913,-1.71792217
2027,Amazonas,-65.87194904,-2.793378146
2020,Acre,-69.7883802,-8.445666144
2019,Para,-49.90067272,-4.358941011
2029,Amazonas,-68.98899765,-6.492957386
2027,Rondonia,-62.22696712,-9.093861816
2023,Maranhao,-44.74384464,-3.235281175
2023,Para,-54.17237938,-4.003606884
2023,Rondonia,-63.72976803,-10.1177388
2019,Amazonas,-67.88727295,-3.256255827
2029,Para,-54.6968433,-3.159810541
2020,Amazonas,-61.18967968,-3.152690297
2023,Rondonia,-62.40290859,-7.879311207
2028,Para,-56.10816975,-2.508635086
2027,Maranhao,-46.85144756,-3.9862868
2024,Para,-55.26673717,-3.738052799
2022,Para,-50.05205704,-3.951270189
2025,Para,-56.34125454,-3.821833571
2020,Para,-49.8849754,-2.857200662
2020,Para,-47.9498735,-3.842431242
2021,Para,-48.0156786,-2.824948754
2028,Para,-51.79183147,-3.797351795
2024,Mato Grosso,-59.97493488,-13.21263169
2021,Maranhao,-44.64987568,-3.016420357
2026,Para,-56.03699318,-2.250058382
2020,Para,-52.36995914,-2.005676541
2029,Para,-49.68339615,-4.325212443
2019,Maranhao,-45.47031925,-3.932112877
2022,Para,-49.29470741,-4.896603808
2024,Amazonas,-59.76803612,-2.960019034
2021,Maranhao,-45.91325432,-1.930747961
2022,Roraima,-60.44957691,1.514673736
2019,Rondonia,-62.91697048,-7.977616613
2026,Para,-51.51991238,-3.682811741
2027,Para,-55.79234352,-1.973566383
2028,Para,-54.4978846,-2.899912357
2029,Para,-52.57681087,-1.893769726
2026,Amazonas,-56.84972618,-2.79330039
2028,Para,-53.96400948,-2.055935805
2023,Acre,-71.43923691,-8.39821559
2027,Rondonia,-66.77723888,-9.459540783
2027,Mato Grosso,-59.56699421,-12.65159298
2021,Para,-51.77152946,-5.884303317
2025,Rondonia,-65.07520706,-10.24986552
2029,Maranhao,-45.55078663,-2.176280192
2019,Mato Grosso,-54.69863571,-11.3648289
2029,Para,-51.22445026,-2.744583293
2025,Acre,-71.50497986,-8.549604344
2019,Para,-49.29214958,-2.352644147
2019,Roraima,-60.70107502,2.422363219
2021,Para,-50.14827641,-3.7785395
2026,Para,-50.2413446,-3.79701376
2026,Para,-54.43253475,-3.0917471
2029,Maranhao,-45.5593446,-1.998218878
2019,Roraima,-60.68493237,2.20580805
2028,Amazonas,-57.27585564,-2.164707648
2022,Amazonas,-64.23667332,-7.634327974
2029,Para,-49.78165123,-3.431322582
2021,Para,-50.50915661,-3.399510491
2024,Maranhao,-44.72650169,-3.234293001
2027,Para,-56.17026398,-3.176618794
2026,Para,-51.37054657,-3.285295696
2024,Mato Grosso,-50.48498024,-11.76216358
2029,Mato Grosso,-54.06252022,-12.39741344
2019,Para,-47.64112343,-4.19883837
2027,Acre,-67.93807892,-9.462196169
2019,Para,-50.40524883,-8.495075808
2020,Para,-50.58915604,-4.925664426
2019,Roraima,-61.23116016,1.780934396
2027,Para,-49.41317947,-4.954536323
2027,Para,-55.90783413,-4.319671915
2019,Mato Grosso,-50.49327702,-11.70822289
2026,Para,-54.66161419,-3.523786738
2029,Rondonia,-62.34118073,-9.963288288
2020,Para,-48.75561848,-2.835266013
2029,Para,-51.11021317,-2.248158518
2027,Para,-50.72570724,-5.462847399
2025,Acre,-71.47278069,-8.609690576
2028,Para,-51.54571579,-1.557110326
2026,Acre,-68.27939842,-8.968857754
2020,Roraima,-60.39759449,0.167653673
2022,Para,-49.99494869,-4.04022131
2019,Mato Grosso,-59.40426247,-10.27926173
2019,Para,-56.14674129,-3.961620994
2029,Rondonia,-60.52531635,-6.598990908
2022,Mato Grosso,-54.61051266,-11.31456697
2024,Rondonia,-64.97876038,-10.17947575
2023,Para,-50.07147404,-3.297917331
2024,Mato Grosso,-50.51820553,-11.77367741
2021,Para,-50.00326336,-3.183776333
2020,Acre,-69.79861916,-8.408038414
2024,Mato Grosso,-58.33324585,-10.85151554
2025,Maranhao,-45.50535217,-2.596953843
2029,Para,-49.72296196,-3.42767079
2023,Para,-51.330812,-3.759688287
2024,Para,-48.18667812,-4.520160859
2019,Mato Grosso,-59.8646175,-11.50790869
2029,Para,-52.58995502,-1.995811451
2021,Tocantins,-49.1729644,-12.17372654
2019,Para,-50.33295918,-8.39949594
2021,Mato Grosso,-58.93158352,-11.37735546
2027,Para,-55.21485157,-4.906623091
2020,Mato Grosso,-57.98107487,-11.40198801
2028,Para,-51.74187977,-3.899469684
2022,Para,-54.56399677,-2.71861506
2028,Para,-55.11060337,-4.909108604
2027,Maranhao,-44.65395103,-2.883369701
2026,Roraima,-61.67597504,3.098318112
2028,Amazonas,-66.56992161,-4.150167055
2027,Rondonia,-64.85355793,-10.23434984
2025,Amazonas,-67.98410538,-3.832614515
2023,Acre,-68.65253235,-8.958263997
2023,Rondonia,-63.5090538,-9.313732237
2029,Amazonas,-67.74602089,-7.911490325
2027,Mato Grosso,-58.32022728,-11.93991492
2020,Amazonas,-69.6319326,-2.983469301
2025,Amazonas,-68.17665215,-3.504985925
2026,Para,-47.68540199,-4.401931547
2029,Para,-49.70268963,-3.793490612
2026,Amazonas,-59.80134193,-3.505498427
2019,Maranhao,-48.18744301,-2.551205621
2027,Para,-49.61666626,-4.961477633
2026,Amazonas,-66.9825206,-8.390442274
2027,Acre,-67.98004173,-9.364801822
2020,Para,-51.25896816,-4.536766743
2026,Maranhao,-46.90198982,-4.0528424
2019,Maranhao,-46.54324493,-4.231767824
2019,Mato Grosso,-51.58426311,-10.83576209
2022,Para,-46.71465988,-2.937799162
2029,Para,-49.78181393,-3.366322174
2026,Para,-48.07137493,-3.104680163
2023,Para,-56.33029991,-4.699426887
2029,Amazonas,-59.4507106,-2.803492342
2026,Amazonas,-58.62316372,-3.525178283
2021,Acre,-69.13188934,-9.444295337
2024,Para,-51.17746861,-3.127343169
2019,Mato Grosso,-54.66477604,-11.37953668
2020,Acre,-68.79091103,-8.97539771
2023,Mato Grosso,-50.52485756,-11.49763865
2023,Mato Grosso,-54.76200073,-11.90390964
2019,Maranhao,-46.80884949,-4.114154336
2019,Roraima,-61.10922035,1.96935787
2022,Amazonas,-60.52804115,-2.360328344
2027,Para,-50.73245522,-5.60835175
2019,Roraima,-60.41212505,1.434432949
2025,Roraima,-59.99789658,0.602681881
2029,Para,-51.23658642,-2.807490349
2027,Para,-56.44729603,-5.22298789
2023,Para,-54.49702137,-1.314764183
2023,Amazonas,-66.81386429,-3.061168719
2029,Para,-54.44854504,-3.628271861
2020,Para,-50.71476688,-6.260091593
2020,Para,-50.03298504,-3.014658748
2028,Rondonia,-64.73778633,-10.00495576
2022,Para,-52.71562134,-3.176215634
2024,Mato Grosso,-58.46539085,-11.12189696
2025,Amazonas,-58.47026615,-3.129769074
2020,Rondonia,-63.85186546,-9.756011879
2019,Mato Grosso,-59.54746346,-11.28812009
2025,Para,-56.24228905,-4.703099964
2024,Para,-54.38023945,-3.982988061
2024,Mato Grosso,-59.83039032,-12.31082275
2021,Acre,-69.27105629,-8.632471221
2026,Mato Grosso,-57.52177666,-10.63725389
2028,Para,-50.30874928,-5.727310994
2021,Para,-49.33512207,-2.314390249
2029,Acre,-66.86779579,-9.156846941
2028,Para,-52.63813881,-4.870342026
2028,Para,-56.14692688,-4.509249173
2023,Acre,-68.60546791,-9.237816375
2028,Para,-53.56726025,-2.139513996
2028,Para,-50.9636821,-3.20251461
2027,Para,-50.83148319,-4.053628456
2024,Roraima,-60.78744057,2.42053175
2019,Amazonas,-61.09250057,-3.194139845
2019,Amazonas,-62.34665661,-2.647751496
2022,Amazonas,-66.93210281,-2.855045515
2027,Para,-47.63403664,-3.951678787
2024,Rondonia,-62.56619511,-9.094229884
2019,Maranhao,-48.13051956,-2.573571212
2025,Para,-51.16465496,-3.873558352
2021,Para,-49.42959114,-3.180484814
2022,Para,-50.09530876,-4.460966406
2021,Para,-50.10983803,-3.667838576
2029,Rondonia,-62.20483055,-8.773770851
2024,Rondonia,-62.56071938,-7.937252005
2020,Para,-56.2103355,-4.053479927
2027,Mato Grosso,-59.82045254,-12.53894263
2022,Para,-48.73549999,-2.939527484
2029,Acre,-68.42968067,-8.866691948
2021,Rondonia,-63.85161797,-10.04650757
2020,Para,-53.89745884,-2.928601995
2020,Rondonia,-62.30207676,-7.90700046
2027,Para,-46.86907253,-3.882975419
2022,Para,-47.20938492,-1.448128362
2023,Maranhao,-48.59181179,-2.432652748
2026,Para,-51.81801807,-3.280735276
2027,Rondonia,-59.26236755,-4.743891524
2019,Para,-55.35360714,-5.149748707
2021,Amazonas,-57.47156734,-2.9620927
2023,Mato Grosso,-50.5029702,-11.57720508
2022,Maranhao,-45.39268883,-4.605336301
2028,Acre,-72.68100334,-7.817211548
2026,Tocantins,-47.31279564,-12.95109738
2026,Para,-51.53778187,-3.818391711
2026,Para,-53.66956699,-2.477178152
2028,Para,-54.29234619,-2.867828186
2026,Para,-48.22458439,-3.059451283
2021,Para,-48.96166088,-4.431737726
2020,Para,-51.25446472,-4.51358076
2026,Amazonas,-60.51290756,-3.323127907
2028,Para,-50.23304516,-4.623694541
2024,Maranhao,-46.51087311,-3.483005619
2019,Amazonas,-67.8951915,-3.256255827
2021,Para,-54.61692226,-2.765748534
2027,Amazonas,-59.54031452,-3.473379951
2026,Para,-49.83243351,-3.787151304
2026,Para,-50.00433861,-3.805487681
2027,Para,-54.08218395,-3.22675249
2022,Para,-49.8791151,-3.815099518
2029,Maranhao,-46.34507133,-2.012755653
2022,Para,-55.77529881,-4.212459667
2021,Para,-51.4266087,-3.871235982
2022,Maranhao,-45.36644253,-2.87248349
2023,Para,-49.39428322,-2.516637415
2029,Amazonas,-59.31210804,-3.860871597
2024,Mato Grosso,-59.83143162,-12.30912701
2026,Para,-55.21970818,-6.307275841
2022,Para,-52.64558422,-3.097237928
2028,Para,-48.40897884,-2.272507498
2020,Para,-56.04292442,-3.595717547
2020,Para,-54.51890694,-3.045354021
2021,Mato Grosso,-54.72186432,-11.39933686
2026,Para,-51.35945026,-2.988490485
2028,Maranhao,-44.72412407,-3.281948967
2026,Roraima,-60.8336462,2.300192717
2028,Amazonas,-66.5654269,-3.791241971
2028,Para,-53.87597092,-2.455746489
2019,Rondonia,-62.84031429,-7.06206375
2019,Mato Grosso,-57.97656639,-10.53052848
2024,Roraima,-61.6358849,3.167834804
2029,Amazonas,-68.89042297,-6.764889816
2026,Para,-51.35320534,-3.194588423
2025,Mato Grosso,-59.82192478,-11.67610855
2029,Acre,-69.73300533,-8.064665202
2025,Maranhao,-44.67823833,-3.139579693
2024,Para,-51.21513031,-3.060799247
2019,Para,-50.24346069,-5.243123498
2022,Maranhao,-44.27619453,-2.774680548
2024,Amazonas,-66.88985809,-7.569920786
2024,Amazonas,-61.5050177,-2.638360642
2029,Mato Grosso,-60.44597843,-13.00667605
2025,Para,-49.32610443,-4.339640014
2025,Para,-46.40754108,-2.260988164
2026,Para,-56.28798946,-4.791624787
2029,Amapa,-50.72782135,0.694039847
2022,Tocantins,-48.91929344,-11.78487552
2027,Rondonia,-64.25635082,-10.40040711
2029,Para,-54.09280338,-1.572247727
2022,Maranhao,-44.28931583,-2.763476303
2027,Para,-50.60223415,-4.867775388
2021,Para,-51.85300541,-3.63802698
2019,Mato Grosso,-54.76635059,-10.61687393
2022,Rondonia,-60.59853783,-9.51796174
2028,Mato Grosso,-56.29206181,-12.68712385
2025,Rondonia,-62.8833847,-9.103643336
2028,Para,-53.50012699,-3.437799788
2027,Roraima,-60.41040295,1.16752498
2027,Para,-53.30960011,-3.841308007
2019,Rondonia,-63.38121635,-10.5712667
2026,Para,-50.2559951,-3.273962635
2027,Para,-53.00176998,-3.55387781
2023,Para,-50.01524948,-3.147114996
2021,Maranhao,-45.46950172,-4.539494236
2022,Para,-51.04899139,-3.912444845
2020,Maranhao,-44.69946083,-3.080484762
2022,Mato Grosso,-50.37806839,-11.75830321
2024,Rondonia,-62.35147289,-7.755554571
2028,Acre,-68.3868589,-8.656362694
2028,Amazonas,-59.28999508,-3.771601375
2019,Mato Grosso,-58.31204716,-10.65918855
2019,Mato Grosso,-56.65336464,-10.55615705
2019,Para,-55.52743626,-6.334767869
2026,Amapa,-51.4042223,0.984916819
2020,Mato Grosso,-50.7288113,-11.65109229
2029,Mato Grosso,-60.29257362,-12.90960108
2026,Rondonia,-64.93742615,-10.59106919
2029,Amazonas,-62.8895208,-7.169467028
2022,Mato Grosso,-55.98090729,-11.44746775
2025,Acre,-71.49814766,-8.498233538
2019,Para,-54.26302258,-2.875076835
2020,Para,-56.0003035,-3.581508121
2029,Rondonia,-62.2505624,-9.677711747
2025,Para,-52.16552879,-1.869306343
2028,Rondonia,-64.73778633,-9.982055498
2021,Maranhao,-45.40375683,-4.570642724
2024,Para,-51.17549492,-3.139684335
2027,Para,-50.75974899,-2.178485048
2021,Maranhao,-45.74931999,-1.943322101
2026,Para,-54.25009724,-3.301860681
2024,Rondonia,-63.41423714,-9.189832289
2019,Rondonia,-65.12079254,-10.49047647
2019,Para,-50.48970722,-8.406296387
2025,Acre,-71.49814766,-8.498257351
2027,Rondonia,-64.25121819,-10.39856583
2021,Rondonia,-63.87044559,-10.27797825
2026,Para,-51.35189415,-2.995653461
2021,Para,-49.78327202,-3.223829073
2027,Mato Grosso,-50.61688564,-12.38981235
2025,Acre,-69.11955254,-9.255316241
2019,Para,-56.22512478,-3.957150741
2023,Para,-50.09851803,-2.736839916
2019,Maranhao,-48.2704377,-2.608757849
2026,Para,-52.06836033,-1.83115894
2028,Para,-57.73844662,-4.442193065
2028,Mato Grosso,-59.91364605,-12.33347818
2023,Para,-50.12183949,-4.71657419
2026,Para,-51.83714542,-3.861084305
2019,Para,-50.28748318,-8.397040243
2019,Maranhao,-46.95710991,-3.821083653
2019,Amazonas,-63.99117199,-7.361641748
2029,Mato Grosso,-56.6018803,-12.71408689
2020,Para,-46.57723297,-2.534282029
2022,Para,-51.71928795,-3.252574267
2020,Rondonia,-63.84754162,-9.539593984
2020,Mato Grosso,-59.32709351,-12.42875422
2027,Para,-50.5941251,-4.869966731
2026,Para,-54.24239208,-3.280501688
2021,Acre,-72.77512436,-8.82184351
2025,Amapa,-51.91288433,-0.603329571
2022,Para,-49.02351929,-2.815462735
2026,Para,-54.46289013,-3.707407603
2023,Mato Grosso,-59.14989098,-11.36971347
2026,Para,-51.3370084,-3.149103935
2025,Roraima,-60.03119835,1.565235025
2028,Para,-50.46560497,-3.849760818
2029,Mato Grosso,-56.51361435,-12.65991417
2019,Acre,-71.49122223,-8.600990605
2026,Para,-55.39299236,-6.47728353
2021,Amazonas,-59.22096554,-3.066099939
2028,Amazonas,-59.19115803,-3.491005297
2019,Para,-54.58146595,-3.234995363
2027,Rondonia,-64.74462151,-10.11895329
2020,Roraima,-60.49261486,1.410485963
2019,Para,-50.44221279,-8.479323201
2026,Para,-54.21687534,-3.278490703
2025,Para,-51.54859615,-3.562419693
2026,Amazonas,-66.98239197,-4.496208532
2022,Mato Grosso,-50.12303993,-10.65679618
2022,Para,-54.76389885,-1.591683086
2028,Rondonia,-64.82060139,-9.966526791
2020,Maranhao,-46.81757912,-3.949706206
2027,Acre,-72.55777771,-7.954524322
2027,Para,-54.3482518,-4.26907316
2024,Amazonas,-64.16420738,-5.164513299
2027,Roraima,-61.7386657,3.125454884
2026,Para,-50.05837765,-3.562825702
2023,Mato Grosso,-54.71763237,-11.93259437
2022,Amazonas,-69.23786789,-6.073272005
2028,Rondonia,-64.00141136,-9.913537203
2019,Para,-50.28621704,-5.155456676
2020,Acre,-68.25945793,-9.290136375
2021,Maranhao,-44.29900383,-2.973076642
2019,Rondonia,-65.07376015,-10.51958516
2022,Acre,-72.58586159,-8.268874888
2021,Para,-49.92327942,-6.921306092
2024,Maranhao,-44.72635307,-3.23386399
2020,Acre,-68.27575073,-9.477461338
2027,Roraima,-61.53105309,2.454447719
2026,Para,-51.36350338,-3.429168937
2027,Amazonas,-61.17435741,-2.48727044
2020,Rondonia,-62.76481564,-8.181979262
2026,Mato Grosso,-51.58265972,-11.71080936
2019,Para,-48.37096485,-4.781836976
2029,Acre,-69.73130611,-8.406977902
2022,Roraima,-60.45905228,1.118274351
2019,Para,-50.44510628,-8.400342274
2028,Mato Grosso,-57.95428612,-12.00131363
2026,Amazonas,-61.23943577,-5.446226443
2020,Para,-50.98476761,-3.222716148
2024,Para,-51.25396732,-2.877274859
2022,Amazonas,-60.80725319,-2.360733304
2023,Mato Grosso,-56.60978832,-11.17524242
2023,Roraima,-61.24087814,2.122664756
2019,Para,-52.74544781,-2.810265496
2024,Mato Grosso,-59.82739246,-12.30795322
2022,Mato Grosso,-57.91436058,-10.38898335
2029,Para,-49.76326576,-3.380901225
2020,Para,-52.50543064,-2.935192002
2019,Mato Grosso,-58.57177849,-10.81152616
2019,Para,-49.2929673,-5.15768858
2019,Rondonia,-60.50240093,-5.611493679
2027,Para,-50.9074197,-3.067730862
2023,Rondonia,-63.75022526,-10.0981485
2027,Para,-53.20900124,-3.733968905
2024,Para,-50.14218456,-4.313866885
2022,Para,-54.74999279,-1.721298147
