,gid,origin_id,pathrow,dsfnv,julday,ano,areakm_squared,scene_id,lat,day,uf_AC,uf_AM,uf_MA,mainclass_DESMATAMENTO,class_name_d2009,class_name_d2012,class_name_d2015,class_name_d2016,class_name_d2017,month_10,month_11,month_12,month_3,month_4,month_5,year_2010,year_2015,year_2016,states_Amapa,states_Mato Grosso,states_Para,states_Rondonia,states_Roraima,view_date_month_1,view_date_month_2,view_date_month_6,view_date_month_7,view_date_month_8,view_date_month_9,view_date_weekday_0,view_date_weekday_1,view_date_weekday_2,view_date_weekday_3,view_date_weekday_4,view_date_weekday_5,view_date_weekday_6,view_date_is_month_end_1,view_date_is_month_start_0,view_date_hour_0,publish_ye_month_1,publish_ye_weekday_3,publish_ye_weekday_4,publish_ye_weekday_5,publish_ye_weekday_6,publish_ye_is_month_end_0,publish_ye_is_month_start_1,lon,Label
1080,314577,618895,22262,2008,222,2009,0.192764848,807,-2.669688463,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-46.02229691,-46.37762844
1081,11741,58762,23063,2007,228,2008,0.247124374,668,-3.883167267,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,-59.06043243,-58.84179062
1082,120918,371769,23258,2014,245,2015,2.03454E-05,2549,2.417058229,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-61.2213707,-60.70538689
1083,11546,58043,23063,2009,204,2011,0.075289324,1392,-3.635234594,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,-59.68488312,-59.62207188
1084,431145,766924,22462,2006,234,2008,0.151272804,619,-2.547543764,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.97305298,-49.38585579
1085,794364,3416,157,2016,203,2018,0.02952181,101255,3.93261838,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,-64.18450165,-63.36649105
1086,13394,64652,23063,2016,220,2017,0.000608456,100658,-4.159356117,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-59.91495514,-59.88622475
1087,116692,365511,23258,2006,226,2008,0.128841922,614,2.310987949,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-60.56655502,-60.52472225
1088,303149,606703,22263,2007,220,2008,0.062197752,620,-4.03853941,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-46.35831451,-46.48147316
1089,579488,1085764,22662,2015,208,2017,0.164215341,100625,-3.289843082,27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,-53.1451416,-53.10739048
1090,431511,767290,22462,2006,234,2008,0.038547166,619,-3.364628077,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.49462128,-49.89108303
1091,651953,1244287,22763,2013,226,2015,0.000346725,2554,-3.988254547,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-54.22106171,-54.30682808
1092,458956,809065,22463,2009,207,2010,0.164234564,1041,-3.984725714,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-49.23971176,-49.98998795
1093,50306,200628,23159,2014,254,2015,4.3473E-05,2565,0.936900258,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-60.24087524,-60.29154533
1094,249942,543920,22062,2009,227,2010,0.067699686,1148,-2.881744146,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,-44.04323578,-44.23373749
1095,471821,833398,22463,2013,253,2015,0.049652915,2574,-3.747816324,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-50.0327301,-50.3220113
1096,501035,911622,22563,2008,166,2010,0.14063327,1113,-3.649369478,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-52.07384872,-52.04122349
1097,348623,669090,22362,2014,214,2015,0.018814925,2579,-3.495970249,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,-48.89525223,-47.94513493
1098,350724,671400,22362,2014,187,2017,0.157719776,100643,-2.159964561,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,-48.18593597,-48.34944572
1099,357116,681728,22361,2010,215,2012,0.076499201,1612,-1.894027352,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,-48.64320374,-48.50011883
1100,418835,754592,22464,2007,234,2008,0.172194272,592,-5.381826878,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-50.38908005,-50.55492275
1101,795802,4858,22661,2017,227,2018,0.001304991,101212,-1.701002717,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-51.93922424,-52.0465786
1102,318810,623758,22262,2007,222,2009,0.176773146,807,-3.404576302,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-47.12813568,-47.10020386
1103,116676,365479,23258,2006,226,2008,0.16685757,614,2.364304304,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-61.61238098,-60.57916393
1104,311913,616022,22263,2014,239,2015,0.022721268,2578,-3.647087336,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-47.47459793,-47.48282169
1105,576413,1082675,22662,2015,251,2016,0.087622322,100089,-3.523281574,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-52.70678711,-52.60084503
1106,476693,841227,22463,2014,208,2016,0.046913225,100262,-4.403615475,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.49149704,-50.64911942
1107,668879,1261213,22762,2014,226,2015,0.102728188,2571,-2.247731209,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-53.91156769,-54.08993301
1108,344076,664094,22362,2010,206,2011,0.085567206,1332,-2.756140471,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-48.7075119,-48.7978661
1109,379844,709686,22465,2014,205,2015,0.308826625,2566,-7.016416073,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-50.86500931,-50.47693169
1110,293427,596981,22261,2009,209,2010,0.545164645,1094,-2.180274248,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-46.3018837,-45.84856335
1111,299096,602650,22261,2016,324,2017,0.014824713,100768,-2.069807768,20,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,-46.40565872,-46.41135727
1112,222232,512678,158,2015,278,2016,0.024034018,100427,2.713406563,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-63.47582245,-63.7338427
1113,320391,625485,22262,2013,255,2015,0.000181855,2584,-2.266212702,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,-46.50045395,-46.55838177
1114,554445,1028267,22657,2010,224,2011,0.085951582,1474,3.718882084,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,-51.72119141,-51.72943886
1115,425839,761596,22464,2015,112,2016,0.147667646,100149,-5.301417351,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-49.99090958,-50.56625847
1116,745388,1337722,22862,2009,283,2010,0.068591937,1138,-2.661917448,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,-55.50014877,-55.65112305
1117,479391,846480,22463,2015,112,2016,0.119452648,100128,-5.002250671,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.50247574,-49.90469936
1118,663315,1255649,22762,2006,271,2008,0.000887724,621,-3.500602961,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,-54.75580597,-54.00294064
1119,319349,624349,22262,2008,222,2009,0.437374353,807,-2.364964485,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-47.18331528,-46.92194996
1120,438332,774111,22462,2013,253,2015,0.001864982,2576,-3.315337181,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-50.42454529,-50.04850021
1121,584484,1097009,22661,2008,202,2009,0.065105736,975,-2.06179738,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-52.12642288,-52.28026085
1122,519626,948889,22562,2009,294,2010,0.071530148,1191,-3.172418594,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-51.49178314,-51.38785542
1123,430627,766406,22462,2005,234,2008,0.793522239,619,-2.79108429,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-48.96951675,-49.8898011
1124,525594,960450,22562,2013,196,2015,0.014313199,2573,-3.397203445,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-51.94426727,-51.57606983
1125,106446,339406,23259,2006,98,2008,0.113488652,617,2.207250834,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-61.40166473,-61.1176857
1126,504732,918542,22563,2013,196,2015,0.009445374,2542,-3.803630114,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-52.08884811,-51.89210064
1127,34840,151550,23158,2013,254,2015,0.016349429,2615,2.476536274,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-60.1560936,-60.1631015
1128,558650,1038338,22663,2015,208,2017,0.035503216,100602,-3.827806234,27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,-52.33948898,-52.3613496
1129,500744,911164,22563,2008,166,2010,0.018024797,1113,-3.62647295,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-51.65769577,-51.62159946
1130,274565,568543,22162,2016,253,2017,0.009019445,100730,-2.559563398,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,-45.55105591,-45.38395603
1131,651182,1243516,22763,2011,214,2012,0.089337759,1589,-4.073558331,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,-54.62822723,-54.49411182
1132,520226,949999,22562,2009,185,2011,0.036800407,1319,-3.322916269,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-51.05000687,-51.20168484
1133,519536,948775,22562,2008,294,2010,0.089958243,1191,-3.404898643,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.92651749,-51.52600296
1134,442047,777826,22462,2014,240,2016,0.014472615,100322,-3.331130266,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,-50.25888443,-50.35719757
1135,792158,1216,22560,2017,198,2018,3.10132E-05,101270,0.611694515,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-50.76444626,-50.74362347
1136,458589,808364,22463,2009,207,2010,0.066000395,1041,-3.921408415,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-49.36668396,-49.78710892
1137,417927,752958,22464,2007,234,2008,0.277535409,592,-5.239774227,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-50.06921768,-50.0837775
1138,343975,663983,22362,2010,206,2011,0.188387096,1332,-2.272051334,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-47.78297424,-48.40201572
1139,273723,567701,22162,2010,209,2011,0.231278419,1336,-2.388377428,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,-45.37490082,-45.50573257
1140,293855,597409,22261,2013,255,2015,0.04422842,2592,-1.728427529,12,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,-45.88799667,-46.06701435
1141,610137,1151102,22660,2010,176,2012,0.152303696,1849,-0.491160184,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,-51.84146881,-51.92359718
1142,521071,951583,22562,2009,185,2011,0.107244,1319,-3.245270491,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-51.95909119,-51.71206917
1143,272268,566246,22162,2007,277,2008,0.086321615,629,-2.413916826,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,-45.34835815,-45.61406094
1144,116563,365302,23258,2005,226,2008,0.114814438,614,2.232224941,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-60.85224533,-60.46226143
1145,273836,567814,22162,2010,209,2011,0.070050709,1336,-3.412582159,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,-44.55561829,-45.18495152
1146,471393,832780,22463,2014,253,2015,0.027684871,2574,-3.84119606,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-50.08003616,-50.13230446
1147,744954,1337288,22862,2007,214,2008,0.271149665,675,-2.49798131,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,-56.17282104,-55.45080421
1148,525240,959743,22562,2013,196,2015,0.043654528,2573,-2.932565928,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-51.81173706,-51.0445887
1149,766712,1359046,22962,2007,253,2008,0.000533967,673,-2.47974658,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-57.90706253,-57.21455032
1150,745345,1337679,22862,2009,283,2010,0.079367802,1138,-2.446879148,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,-55.39386368,-55.60137604
1151,651005,1243339,22763,2011,214,2012,0.368672788,1589,-3.735886574,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,-54.39448166,-54.51197308
1152,518988,948162,22562,2007,294,2010,0.071829468,1191,-3.516523123,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-51.84972,-51.94517178
1153,592094,1111875,266,2014,218,2015,0.005236977,2493,-9.154661179,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,-68.84535217,-68.81509827
1154,302527,606081,22263,2007,220,2008,0.74626255,620,-4.097742558,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-47.21875381,-46.89188061
1155,520112,949772,22562,2010,185,2011,0.210039645,1319,-2.299885988,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-50.49970627,-51.19559608
1156,501298,912051,22563,2009,166,2010,0.114871465,1113,-3.806765556,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-51.08165359,-51.19062618
1157,431374,767153,22462,2006,234,2008,0.078243889,619,-3.057912111,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-49.1150856,-49.29429577
1158,116783,365668,23258,2007,226,2008,0.023754755,614,2.395880699,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,-60.74951172,-60.79871098
1159,667130,1259464,22762,2011,214,2012,1.001383781,1592,-2.460949898,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,-54.76291656,-54.68382481
1160,177864,465798,23367,2015,268,2016,0.045581095,100026,-10.77362442,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,-65.23545837,-64.76082787
1161,522113,953508,22562,2009,185,2011,0.101001509,1319,-3.256546259,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,-51.00416183,-51.22635399
1162,478808,845342,22463,2015,208,2016,0.009038059,100262,-4.730929375,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.61840057,-50.59535378
1163,455989,803403,22463,2007,234,2008,0.250361651,583,-3.813571453,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-50.19202423,-50.16555897
1164,356003,680615,22361,2009,251,2011,0.024050288,1344,-1.580686688,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,-48.2424469,-47.31526917
1165,634318,1226652,22761,2014,226,2015,0.013595289,2575,-1.276809573,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-53.8120575,-53.79683865
1166,318974,623937,22262,2006,222,2009,0.105269499,807,-2.251559258,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-46.51910782,-46.55533062
1167,417634,752398,22464,2007,234,2008,0.126454219,592,-5.167193413,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,-50.60747528,-50.5420274
1168,517679,946846,22562,2014,196,2015,0.131443158,2573,-3.293620348,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,-51.80923462,-51.77495956
1169,379859,709701,22465,2014,205,2015,3.89187E-05,2566,-7.352187157,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-50.44823837,-50.83444221
1170,670738,1263072,22762,2013,226,2015,0.802903831,2571,-3.607675314,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,-54.45874405,-54.19637501
1171,494574,890975,22560,2009,294,2010,0.065024145,1189,0.591055989,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.71842957,-50.87068504
1172,744888,1337222,22862,2005,214,2008,0.176988393,675,-2.403799772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,-56.04561996,-55.98836193
1173,460353,811811,22463,2009,207,2010,0.109064169,1041,-3.819374323,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-50.17351151,-49.88858398
